NAMASTE_PRIMARY_CODE,NAMASTE_CODE,NAMASTE_TERM,NAMASTE_ENGLISH,TM2_CODE,TM2_TERM,TM2_URI,MAPPING_CLASS,MAPPING_STATUS,CONFIDENCE,SOURCE,VERSION,NAMASTE_TERM_DIACRITICAL,NAMASTE_TERM_DEVANAGARI,SHORT_DEFINITION,LONG_DEFINITION,ENGLISH_INDEX,PRIMARY_INDEX_RELATED,BIOMEDICAL_CODE,BIOMEDICAL_TERM,RELATIONSHIP
ABB-30,ABB-30(SP9Y),mAMsadAhaH (kEvalapitta),Burning sensation of muscle disorder (TM2) ⇒,,Burning sensation of muscle disorder (TM2),http://id.who.int/icd/entity/330284847,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7832125822655648,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) māṃsadāhaḥ,मांसदाहः (केवलपित्त),-,-,-,Index,,,
ABB-35,ABB-35(SN5Y),raktamaNDalam (kEvalapitta),Red wheals disorder (TM2) ⇒,,Red wheals disorder (TM2),http://id.who.int/icd/entity/1997308865,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.824555179514701,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) raktamaṇḍalam,रक्तमण्डलम् (केवलपित्त),-,-,-,Index,,,
ABB-37,ABB-37(SP9Y),vidAhaH (kEvalapitta),Generalized burning sensation disorder (TM2) ⇒,,Generalized burning sensation disorder (TM2),http://id.who.int/icd/entity/629578496,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7901446252804888,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vidāhaḥ,विदाहः (केवलपित्त),-,-,-,Index,,,
ABB-45,ABB-45(SN9Y),carmadaraNam/carmadalanam (kEvalapitta),Atopic dermatitis disorder (TM2) ⇒,,Atopic dermatitis disorder (TM2),http://id.who.int/icd/entity/1578434092,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7132741893085254,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) carmadaraṇam                (a) carmadalanam,चर्मदरणम्/चर्मदलनम् (केवलपित्त),-,-,-,Index,,,
ABB-5,ABB-5(SM7Y),atRuptiH (kEvalapitta),Insatiation disorder (TM2) ⇒,,Insatiation disorder (TM2),http://id.who.int/icd/entity/1285730850,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4787814983736688,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) atṛptiḥ,अतृप्तिः (केवलपित्त),-,-,-,Index,,,
ABB-6,ABB-6(SM7Y),antardAhaH (kEvalapitta),Internal burning sensation disorder (TM2) ⇒,,Internal burning sensation disorder (TM2),http://id.who.int/icd/entity/301446694,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7963254103563915,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) antardāhaḥ,अन्तर्दाहः (केवलपित्त),-,-,Burning stomach pain (TM2)  Heart burn (TM2)            Pyrosis (TM2),Index,,,
ABB-7,ABB-7(SM3Y),amlakaH (kEvalapitta),Painful acid eructatons disorder (TM2) ⇒,,Painful acid eructatons disorder (TM2),http://id.who.int/icd/entity/906258493,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7719001415210685,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) amlakaḥ,अम्लकः (केवलपित्त),-,-,-,Index,,,
ABB-8,ABB-8(SP9Y),aMsadAhaH (kEvalapitta),Burning sensation of shoulder disorder (TM2) ⇒,,Burning sensation of shoulder disorder (TM2),http://id.who.int/icd/entity/1564853364,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8094808936207267,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) aṃsadāhaḥ,अंसदाहः (केवलपित्त),-,-,-,Index,,,
ACB-12,ACB-12(SM1Y),kaNThopalepaH/mukhalepaH (kEvala-kapha),Coated oral cavity disorder (TM2) ⇒,,Coated oral cavity disorder (TM2),http://id.who.int/icd/entity/1950774368,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6595307136116338,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,"(a) kaṇṭhopalepaḥ, (a) mukhalepaḥ",कण्ठोपलेपः/मुखलेपः (केवल-कफ),-,-,-,Index,,,
ACB-14,ACB-14(SP9Y),gurugAtratA (kEvala-kapha),Body heaviness disorder (TM2) ⇒,,Body heaviness disorder (TM2),http://id.who.int/icd/entity/776880084,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.403566248581057,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) gurugātratā,गुरुगात्रता (केवल-कफ),-,-,-,Index,,,
ACB-15,ACB-15(SQ4Y),tandrA (kEvala-kapha),Drowsiness disorder (TM2) ⇒,,Drowsiness disorder (TM2),http://id.who.int/icd/entity/1760673053,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7483987634295505,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) tandrā,तन्द्रा (केवल-कफ),-,-,-,Index,,,
ACB-16,ACB-16(SM7Y),tRuptiH (kEvala-kapha),Excessive satiation disorder (TM2) ⇒,,Excessive satiation disorder (TM2),http://id.who.int/icd/entity/910706259,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6060001016226891,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) tṛptiḥ,तृप्तिः (केवल-कफ),-,-,-,Index,,,
ACB-2,ACB-2(SM3B),apaktiH (kEvala-kapha),Indigestion disorder due to kapha (TM2) ⇒,,Indigestion disorder due to kapha (TM2),http://id.who.int/icd/entity/1121071345,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8141838839380745,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) apaktiḥ,अपक्तिः (केवल-कफ),-,-,-,Index,,,
ACB-21,ACB-21(SM1Y),mukhamAdhuryam (kEvala-kapha),Feeling of sweet taste disorder (TM2) ⇒,,Feeling of sweet taste disorder (TM2),http://id.who.int/icd/entity/718400449,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7184308647750941,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) mukhamādhuryam,मुखमाधुर्यम् (केवल-कफ),-,-,-,Index,,,
ACB-23,ACB-23(SM3B),SItAgnitA (agnimAndyam) (kEvala-kapha),Impaired digestion disorder (TM2) ⇒,,Impaired digestion disorder (TM2),http://id.who.int/icd/entity/1472822825,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.452418650626826,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) agnimāndyam,शीताग्निता (अग्निमान्द्यम्) (केवल-कफ),-,-,-,Index,,,
ACB-24,ACB-24(SM7Y),SleShmodgiraNam (kEvala-kapha),Blennemesis disorder (TM2) ⇒,,Blennemesis disorder (TM2),http://id.who.int/icd/entity/747718443,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5050880541003974,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) śleṣmodgiraṇam,श्लेष्मोद्गिरणम् (केवल-कफ),-,-,-,Index,,,
ACB-27,ACB-27(SP9Y),staimityam (kEvala-kapha),Feeling of being covered by wet cloth disorder (TM2) ⇒,,Feeling of being covered by wet cloth disorder (TM2),http://id.who.int/icd/entity/1142265127,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8607025706751227,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) staimityam,स्तैमित्यम् (केवल-कफ),-,-,-,Index,,,
ACB-28,ACB-28(SL6Y),hRudayopalepaH (kEvala-kapha),Chest congestion disorder (TM2) ⇒,,Chest congestion disorder (TM2),http://id.who.int/icd/entity/1674038521,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5921551253644205,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) hṛdayopalepaḥ,हृदयोपलेपः (केवल-कफ),-,-,-,Index,,,
ACB-29,ACB-29(SK5Y),ghargharavAkyatA (kEvala-kapha),Incoherent speech disorder (TM2) ⇒,,Incoherent speech disorder (TM2),http://id.who.int/icd/entity/1386218705,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8058740281659118,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ghargharavākyatā,घर्घरवाक्यता (केवल-कफ),-,-,-,Index,,,
ACB-7,ACB-7(SR0Y),buddhimAndyam (kEvala-kapha),Lack of decisiveness disorder (TM2) ⇒,,Lack of decisiveness disorder (TM2),http://id.who.int/icd/entity/2095282470,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5750153258869982,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) buddhimāndyam,बुद्धिमान्द्यम् (केवल-कफ),-,-,-,Index,,,
AYU,AYU,vyAdhi-viniScayaH,diagnostic conditions,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vyādhi-viniścayaḥ,व्याधि-विनिश्चयः,-,-,-,-,,,
DIS,DIS,vikAraH,disease/disorder,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vikāraḥ,विकारः,-,-,-,-,,,
SK20,SK20(AAC-4),arditaH,Facial palsy disorder (TM2),SK20,Facial palsy disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/673947354,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7322815404468657,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) arditaḥ,अर्दितः,-,"It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth This may be explained by: (a) increased vatadosha affecting one half of the face.",-,Primary,,,
SK21,SK21(AAC-30),pa~gguH,Paraplegia disorder (TM2),SK21,Paraplegia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1338037818,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.6942970245955733,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) paṅguḥ,पङ्गुः,-,"It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions.",-,Primary,,,
SK22,SK22(AAC-24),pakShAghAta/pakShavadhaH,Hemiplegia disorder (TM2),SK22,Hemiplegia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/559754689,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7343911663848944,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pakṣāghāta (a) pakṣavadhaḥ,पक्षाघात/पक्षवधः,-,"It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions.",-,Primary,,,
SK30,SK30(AAC-11),AkShepakaH,Seizure disorder (TM2),,Epilepsy or seizures,http://id.who.int/icd/release/11/2026-01/mms/1397288146,UNMAPPED,TM2_MAPPED,1.0,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ākṣepakaḥ,आक्षेपकः,-,"It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties.",-,Primary,,,
SK51,SK51(AAC-35),viSvAcI,Cervicobrachial pain disorder (TM2),SK51,Cervicobrachial pain disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/85602009,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7530605414797169,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) viśvācī,विश्वाची,-,"It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms.",-,Primary,,,
SK52,SK52(AAC-36),kampaH/vepathuH,Tremor disorder (TM2),8A04,Disorders associated with tremor,http://id.who.int/icd/release/11/2026-01/mms/645263329,CROSS_CODE_MAPPING,TM2_MAPPED,0.8623454356574608,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kampaḥ,कम्पः/वेपथुः,-,"It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system.",-,Primary,,,
SK53,SK53(AAB-85),vAk-sa~ggaH (kEvalavAta),Stammering disorder (TM2),SK53,Stammering disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/668613342,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.4137308130596516,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vāk-saṅgaḥ,वाक्-सङ्गः (केवलवात),-,"It is characterised by loss of speech clarity, lalling, strained speech, may be aggravated due to excess speech. This may be explained by: (a) Aggravagtion of vata affecting kapha and faculty of speech.",-,Primary,,,
SK55,SK55(AAC-9),UrustamBaH/ADhyavAtaH,Weakness of thighs due to vata disorder (TM2),SK55,Weakness of thighs due to vata disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1647929877,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7960513293553909,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ūrustambhaḥ,ऊरुस्तम्भः/आढ्यवातः,-,"It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",-,Primary,,,
SK84,SK84(AAB-15),uccaiHSrutiH (kEvalavAta),Dysacousia disorder (TM2),SK84,Dysacousia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1696401650,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7999838897988253,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) uccaiḥśrutiḥ,उच्चैःश्रुतिः (केवलवात),-,"It is characterised by intolerance to loud sounds. This may be explained by: (a) Increased vatadosha, pittadosha leading to hypersensitivity of ear.",-,Primary,,,
SK91,SK91(AAB-38),ghrANanASaH/nAsAhuNDanam (kEvalavAta),Anosmia disorder (TM2),SK91,Anosmia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1405861608,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7550085256837318,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ghrāṇanāśaḥ,घ्राणनाशः/नासाहुण्डनम् (केवलवात),-,"It is characterised by decreased or loss of the smell. It may be explained by: (a) Vatadosha, kaphadosha blocking nasal passages",-,Primary,,,
SL02,SL02(AAB-22),kaNThodhvaMsaH (kEvalavAta),Hoarseness of voice disorder (TM2),SL02,Hoarseness of voice disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1293014912,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.8063480635482336,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaṇṭhodhvaṃsaḥ,कण्ठोध्वंसः (केवलवात),-,"It is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. This may be explained by: (a) Vitiated vata affecting the speech faculties.",-,Primary,,,
SL07,SL07(AAC-33),mUkatvam,Speech disorder (TM2),MA80,Speech or language disturbances,http://id.who.int/icd/release/11/2026-01/mms/312794303,CROSS_CODE_MAPPING,TM2_MAPPED,1.0,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) mūkatvam,मूकत्वम्,-,It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties.,-,Primary,,,
SL21,SL21(AAC-31),minminaH,Hypernasal speech disorder (TM2),SL21,Hypernasal speech disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/240013389,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.8091678134648911,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) minminaḥ,मिन्मिनः,-,"It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata.",-,Primary,,,
SL60,SL60(AAB-111),hRunmohaH (kEvalavAta),Slow heart disorder (TM2),SL60,Slow heart disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1076215290,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.6631987610540818,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) hṛnmohaḥ,हृन्मोहः (केवलवात),-,It is characterised by decreased heart rate may be associated with decreased heart function. This may be explained by: (a) Vitiated vata affecting pitta for intellect.,-,Primary,,,
SL62,SL62(AAB-110),hRuddravaH (kEvalavAta),Palpitation disorder (TM2),SL62,Palpitation disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1236474281,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7127318174007882,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) hṛddravaḥ,हृद्द्रवः (केवलवात),-,It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. This may be explained by: (a) Vitiation of vata affecting the heart region.,-,Primary,,,
SL72,SL72(ACB-17),dhamanIpraticayaH (kEvala-kapha),Thickened arteries disorder (TM2),SL72,Thickened arteries disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1321572188,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.5086928960795938,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) dhamanīpraticayaḥ,धमनीप्रतिचयः (केवल-कफ),-,"It is characterised by dry skin, feeling of heaviness, cold extremities. This may be explained by: (a) Accumulation of kapha and medas in the vessels.",-,Primary,,,
SM10,SM10(ABB-9),AsyavipAkaH (kEvalapitta),Stomatitis disorder (TM2),SM10,Stomatitis disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1918241818,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.706590413600277,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) āsyavipākaḥ                     (a) mukhpākaḥ,आस्यविपाकः (केवलपित्त),-,"It is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. This may be explained by: (a) Increased pittadosha affecting the mouth.",-,Primary,,,
SM15,SM15(ABB-27),pUtimukhatA (kEvalapitta),Halitosis disorder (TM2),SM15,Halitosis disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1953445518,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.791325282425611,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pūtimukhatā,पूतिमुखता (केवलपित्त),-,"It is characterised by putrid odour in the mouth. This may be explained by: (a) Vitiated kapha, pitta, blood affecting teeth and gums.",-,Primary,,,
SM1N,SM1N(AAB-74),mukhaSoShaH (kEvalavAta),Xerostomia disorder (TM2),SM1N,Xerostomia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1349561784,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7623998540552384,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) mukhaśoṣaḥ,मुखशोषः (केवलवात),-,"It is characterised by dryness of the tongue and may be associated with dryness of mouth, bitterness, heartburn. This may be explained by: (a) Vitiation of kapha, vata affecting the tongue.",-,Primary,,,
SM1P,SM1P(AAB-7),arasaj~jatA (kEvalavAta),Ageusia disorder (TM2),SM1P,Ageusia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/524351110,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7938605646922633,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) arasajñatā,अरसज्ञता (केवलवात),-,"It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",-,Primary,,,
SM31,SM31(AAC-12),AdhmAnam,Abdominal distension disorder (TM2),SM31,Abdominal distension disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1886136086,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.5695547892746965,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ādhmānam,आध्मानम्,-,"It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",-,Primary,,,
SM50,SM50(AAB-35),gudArtiH (kEvalavAta),Proctalgia disorder (TM2),SM50,Proctalgia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/841741921,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.4108260444178746,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) gudārtiḥ,गुदार्तिः (केवलवात),-,It is characterised by pain in the anal region radiating to rest of perineum and lower back. This may be explained by: (a) Severe vitiation of Descending vata affecting the anal region.,-,Primary,,,
SM75,SM75(AAC-14),UrdhvavAtaH,Dynamic intestinal obstruction disorder (TM2),SM75,Dynamic intestinal obstruction disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/460984650,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.6236657645281842,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ūrdhvavātaḥ,ऊर्ध्ववातः,-,"It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions.",-,Primary,,,
SM81,SM81(AAB-75),mUtranigrahaH (kEvalavAta),Retention of urine disorder (TM2),SM81,Retention of urine disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/198305416,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.498850040376327,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) mūtranigrahaḥ,मूत्रनिग्रहः (केवलवात),-,"It is characterised by retention of urine, inability to urinate, abdominal pain. This may be explained by: (a) Retention of the urine due to vātadosha.",-,primary,,,
SM83,SM83(AAC-22),tUnI,Renal colic disorder (TM2),SM83,Renal colic disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/165944656,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7103389799063506,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) tūnī,तूनी,-,"It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain.",-,primary,,,
SN00,SN00(ABB-31),meDhrapAkaH (kEvalapitta),Balanitis disorder (TM2),SN00,Balanitis disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/404581329,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.3285435669648821,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) meḍhrapākaḥ,मेढ्रपाकः (केवलपित्त),-,"It is characterised by painful swelling and redness of the penis may be associated with radiating pain to loin and thigh region. This may be explained by: (a) Aggravation of pitta affecting skin, muscle resulting in inflammation.",inflammation of the penis,primary,,,
SN03,SN03(AAB-97),SukrakShayaH (kEvalavAta),Oligospermia disorder (TM2),SN03,Oligospermia disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/207552813,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7832299512349349,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) śukrakṣayaḥ,शुक्रक्षयः (केवलवात),-,"It is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea. This may be explained by: (a) Vitiation of all three dosha affecting male reproductive system.",-,primary,,,
SN07,SN07(AAB-99),SePastamBaH (kEvalavAta),Priapism disorder (TM2),SN07,Priapism disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1877747555,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7815570468874037,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) śephastambhaḥ,शेफस्तम्भः (केवलवात),-,It is characterised by painful penile erection. This may be explained by: (a) Vitiated vata affecting the penis.,-,primary,,,
SN08,SN08(AAC-7),vAtAShThIlA,Prostatic enlargement disorder (TM2),SN08,Prostatic enlargement disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1800515933,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.7314275298187812,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vātāṣṭhīlā,वाताष्ठीला,-,"It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",-,primary,,,
SN41,SN41(AAB-27),kArShNyam (kEvalavAta),Discoloration of body disorder (TM2),SN41,Discoloration of body disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1094833941,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.4890655468261448,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kārṣṇyam,कार्ष्ण्यम् (केवलवात),-,It is characterised by discoloration or pigmentation of skin. This may be explained by: (a) Increased vatadosha.,-,Primary,,,
SN42,SN42(AAB-77),raukShyam (kEvalavAta),Dryness of skin disorder (TM2),SN42,Dryness of skin disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1166509593,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.516714796431938,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) raukṣyam,रौक्ष्यम् (केवलवात),-,"It is characterised by dryness, scaliness and cracking of extremities and face. This may be explained by: (a) Increased vata affecting skin",-,Primary,,,
SN44,SN44(ABB-2),a~ggagandhaH (kEvalapitta),Foul body smelling disorder (TM2),SN44,Foul body smelling disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1222320114,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.6881139230919028,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) aṅga-durgandhaḥ,अङ्गगन्धः (केवलपित्त),-,"It is characterised by foul smelling sweat from palm, sole, axilla and groin region. This may be explained by: (a) Predominance of vitiated pitta affecting the skin.",-,Primary,,,
SN4C,SN4C(AAB-30),keSaBUmisPuTanam (kEvalavAta),Scaling of scalp and forehead skin disorder (TM2),SN4C,Scaling of scalp and forehead skin disorder (TM2),http://id.who.int/icd/release/11/2026-01/mms/1120438080,DIRECT_CODE_ALIGNMENT,TM2_MAPPED,0.8410581138404463,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) keśabhūmisphuṭanam,केशभूमिस्फुटनम् (केवलवात),-,It is characterised by scaling of scalp / forehead skin. This may be explained by: (a) Increased vatadosha.,-,Primary,,,
